EXP HEAD,DEPT,SCHOOL,SCHOOL CODE,DESCRIPTION,YEAR,VALUE
CE1000,A10,CHARLESTON ACADEMY,EM,INSURANCEVEHICLES,1819,-38.9
CF1004,A10,CHARLESTON ACADEMY,EM,TRAVEL MILEAGE NON TAXABLE,1819,82.61
DA1000,A10,CHARLESTON ACADEMY,EM,EQUIPMENT PURCHASE,1819,8549.03
DA2040,A10,CHARLESTON ACADEMY,EM,EQUIPMENT REPAIRS,1819,210.0
DA4014,A10,CHARLESTON ACADEMY,EM,MEDICAL SUPPLIES,1819,234.77
DA4028,A10,CHARLESTON ACADEMY,EM,VENDING MACHINE SUPPLIES/RENT,1819,566.6
DA4040,A10,CHARLESTON ACADEMY,EM,SANITARY PRODUCTS TOWELS,1819,337.8
DA4041,A10,CHARLESTON ACADEMY,EM,SANITARY PRODUCTS TAMPONS,1819,465.4
DA4042,A10,CHARLESTON ACADEMY,EM,SANITARY PRODUCTS OTHER,1819,51.9
DB2000,A10,CHARLESTON ACADEMY,EM,GROCERIES,1819,350.0
DB2010,A10,CHARLESTON ACADEMY,EM,FOOD,1819,938.58
DB3000,A10,CHARLESTON ACADEMY,EM,CATERING MEETINGS/TRAINING,1819,418.05
DB3010,A10,CHARLESTON ACADEMY,EM,MEALS&HOSPITALITY,1819,293.67
DB3030,A10,CHARLESTON ACADEMY,EM,HOSPITALITY,1819,25.84
DC1000,A10,CHARLESTON ACADEMY,EM,PROTECTIVE CLOTHING,1819,326.38
DD2000,A10,CHARLESTON ACADEMY,EM,STATIONERY,1819,20.0
DD3003,A10,CHARLESTON ACADEMY,EM,MPS COSTS MONO,1819,13530.67
DD3004,A10,CHARLESTON ACADEMY,EM,MPS COSTS COLOUR,1819,2897.76
DF4001,A10,CHARLESTON ACADEMY,EM,ICT CHARGES CORE SUPPLIER,1819,114.82
DF7000,A10,CHARLESTON ACADEMY,EM,POSTAGES,1819,1417.1
DF9000,A10,CHARLESTON ACADEMY,EM,LANDLINE TELEPHONES RENTAL,1819,-487.85
DF9010,A10,CHARLESTON ACADEMY,EM,MOBILE PHONE LINE RENTAL,1819,290.9
DF9015,A10,CHARLESTON ACADEMY,EM,MOBILE PHONE USAGE COSTS,1819,1.88
DG1000,A10,CHARLESTON ACADEMY,EM,ACCOMMODATION,1819,527.3
DK9500,A10,CHARLESTON ACADEMY,EM,MISCELLANEOUS SUPPLIES,1819,363.0
EE1200,A10,CHARLESTON ACADEMY,EM,SCOTT QUALIFICATIONS AUTHORITY,1819,60241.35
KC1936,A10,CHARLESTON ACADEMY,EM,OTHER FEES/CHARGES,1819,-1372.0
XH1050,A10,CHARLESTON ACADEMY,EM,REVENUE ACCOUNT BALANCE,1819,-28496.42
DD3001,A11,CHARLESTON ACADEMY,ADMIN,PHOTOCOPY NO OF COPIES CHG,1819,9.72
DD4001,A11,CHARLESTON ACADEMY,ADMIN,BOOKS TEXT BOOKS/STATIONERY,1819,5673.37
AH1010,A21,CHARLESTON ACADEMY,ADD FUNDS,STAFF DEVELOPMENT,1819,9539.88
DA4550,A21,CHARLESTON ACADEMY,ADD FUNDS,CLASSROOM SUPPLIES,1819,140.0
DF4001,A21,CHARLESTON ACADEMY,ADD FUNDS,ICT CHARGES CORE SUPPLIER,1819,69.35
FA3000,A21,CHARLESTON ACADEMY,ADD FUNDS,PROJECT FUNDS FOR SCHOOLS,1819,47.02
KE3000,A21,CHARLESTON ACADEMY,ADD FUNDS,INCOME FROM WITHIN HLAND CNCL,1819,-5273.0
AH1010,A28,CHARLESTON ACADEMY,CPD,STAFF DEVELOPMENT,1819,305.0
DA1000,A50,CHARLESTON ACADEMY,ART,EQUIPMENT PURCHASE,1819,61.19
DA4551,A50,CHARLESTON ACADEMY,ART,ART&CRAFT SUPPLIES,1819,1689.84
DD4001,A50,CHARLESTON ACADEMY,ART,BOOKS TEXT BOOKS/STATIONERY,1819,274.01
DA4555,A51,CHARLESTON ACADEMY,BIOLOGY,SCIENTIFIC SUPPLIES,1819,95.0
DD4001,A51,CHARLESTON ACADEMY,BIOLOGY,BOOKS TEXT BOOKS/STATIONERY,1819,728.39
DD4001,A52,CHARLESTON ACADEMY,BUSINESS,BOOKS TEXT BOOKS/STATIONERY,1819,146.43
DA4555,A54,CHARLESTON ACADEMY,CHEMISTRY,SCIENTIFIC SUPPLIES,1819,194.2
DD4001,A54,CHARLESTON ACADEMY,CHEMISTRY,BOOKS TEXT BOOKS/STATIONERY,1819,800.68
DD4001,A58,CHARLESTON ACADEMY,ENGLISH,BOOKS TEXT BOOKS/STATIONERY,1819,2928.33
DD4001,A60,CHARLESTON ACADEMY,GEOGRAPHY,BOOKS TEXT BOOKS/STATIONERY,1819,1088.47
DD4001,A61,CHARLESTON ACADEMY,HISTORY,BOOKS TEXT BOOKS/STATIONERY,1819,475.03
DA1000,A62,CHARLESTON ACADEMY,HOME EC,EQUIPMENT PURCHASE,1819,405.99
DA4556,A62,CHARLESTON ACADEMY,HOME EC,HOME ECONOMICS SUPPLIES,1819,1158.11
DD4001,A62,CHARLESTON ACADEMY,HOME EC,BOOKS TEXT BOOKS/STATIONERY,1819,24.74
DD4001,A64,CHARLESTON ACADEMY,LRN SUP,BOOKS TEXT BOOKS/STATIONERY,1819,651.78
DD4001,A65,CHARLESTON ACADEMY,LIBRARY,BOOKS TEXT BOOKS/STATIONERY,1819,197.88
DA4556,A66,CHARLESTON ACADEMY,MATHS,HOME ECONOMICS SUPPLIES,1819,91.26
DD4001,A66,CHARLESTON ACADEMY,MATHS,BOOKS TEXT BOOKS/STATIONERY,1819,326.48
DD4001,A67,CHARLESTON ACADEMY,MOD LANG,BOOKS TEXT BOOKS/STATIONERY,1819,675.94
DA4554,A69,CHARLESTON ACADEMY,MUSIC & DRAMA,MUSICAL SUPPLIES,1819,1177.92
DD4001,A69,CHARLESTON ACADEMY,MUSIC & DRAMA,BOOKS TEXT BOOKS/STATIONERY,1819,117.35
DA1000,A70,CHARLESTON ACADEMY,PE,EQUIPMENT PURCHASE,1819,141.83
DA4553,A70,CHARLESTON ACADEMY,PE,PE SUPPLIES,1819,2283.97
DD4001,A70,CHARLESTON ACADEMY,PE,BOOKS TEXT BOOKS/STATIONERY,1819,220.91
DD4001,A71,CHARLESTON ACADEMY,PHYSICS,BOOKS TEXT BOOKS/STATIONERY,1819,417.67
DD4001,A73,CHARLESTON ACADEMY,RELIGIOUS,BOOKS TEXT BOOKS/STATIONERY,1819,26.8
DA4555,A74,CHARLESTON ACADEMY,SCIENCE S1,SCIENTIFIC SUPPLIES,1819,573.6
DA1000,A79,CHARLESTON ACADEMY,TECHNICAL,EQUIPMENT PURCHASE,1819,385.24
DA4552,A79,CHARLESTON ACADEMY,TECHNICAL,WOOD/METALWORK SUPPLIES,1819,2175.96
DD4001,A79,CHARLESTON ACADEMY,TECHNICAL,BOOKS TEXT BOOKS/STATIONERY,1819,1105.72
DD4001,A83,CHARLESTON ACADEMY,GUIDANCE,BOOKS TEXT BOOKS/STATIONERY,1819,353.0
DA1000,A88,CHARLESTON ACADEMY,CONTINGENCY,EQUIPMENT PURCHASE,1819,-780.0
DA4550,A88,CHARLESTON ACADEMY,CONTINGENCY,CLASSROOM SUPPLIES,1819,92.0
DD4001,A88,CHARLESTON ACADEMY,CONTINGENCY,BOOKS TEXT BOOKS/STATIONERY,1819,1166.5
AA1001,PEF,CHARLESTON ACADEMY,PEF,APT&C BASIC PAY,1819,415.25
AA1103,PEF,CHARLESTON ACADEMY,PEF,AUX STAFF EDUCATION BASIC PAY,1819,14205.13
AA1512,PEF,CHARLESTON ACADEMY,PEF,CONTRACT PAYMENTS,1819,1045.0
AB1000,PEF,CHARLESTON ACADEMY,PEF,NI NONTEACHERS,1819,1239.45
AB1101,PEF,CHARLESTON ACADEMY,PEF,NI SUPPLY COVER,1819,148.06
AC1000,PEF,CHARLESTON ACADEMY,PEF,SUPERANN NON TEACHERS,1819,2720.33
AE1600,PEF,CHARLESTON ACADEMY,PEF,MISCELLANEOUS,1819,5093.8
AS1000,PEF,CHARLESTON ACADEMY,PEF,APPRENTICESHIP LEVY COST,1819,69.54
DA1000,PEF,CHARLESTON ACADEMY,PEF,EQUIPMENT PURCHASE,1819,18420.3
DA4550,PEF,CHARLESTON ACADEMY,PEF,CLASSROOM SUPPLIES,1819,11893.69
DB3010,PEF,CHARLESTON ACADEMY,PEF,MEALS&HOSPITALITY,1819,108.63
EF1003,PEF,CHARLESTON ACADEMY,PEF,VOLUNTARY ASSOCS/OTHER BODIES,1819,7380.0
KA3000,PEF,CHARLESTON ACADEMY,PEF,GOVT GRANTS SPECIFIC GRANTS,1819,-62739.18
AE1006,000,CHARLESTON ACADEMY,ND,MEDICAL EXAMS STAFF,1920,525.0
BA3000,000,CHARLESTON ACADEMY,ND,MAINT CLIENT EXTERNAL PARTIES,1920,113.4
AA1001,A10,CHARLESTON ACADEMY,EM,APT&C BASIC PAY,1920,64796.11
AA1100,A10,CHARLESTON ACADEMY,EM,TEACHERS PERMANENT BASIC PAY,1920,2226298.03
AA1101,A10,CHARLESTON ACADEMY,EM,SUPPLY COVER BASIC PAY,1920,101987.84
AA1103,A10,CHARLESTON ACADEMY,EM,AUX STAFF EDUCATION BASIC PAY,1920,14946.48
AA1110,A10,CHARLESTON ACADEMY,EM,LABORATORY TECH'N BASIC PAY,1920,52328.66
AB1000,A10,CHARLESTON ACADEMY,EM,NI NONTEACHERS,1920,8714.79
AB1100,A10,CHARLESTON ACADEMY,EM,NI PERMANENT TEACHERS,1920,245989.92
AB1101,A10,CHARLESTON ACADEMY,EM,NI SUPPLY COVER,1920,9523.51
AC1000,A10,CHARLESTON ACADEMY,EM,SUPERANN NON TEACHERS,1920,17660.65
AC1100,A10,CHARLESTON ACADEMY,EM,SUPERANN PERMANENT TEACHERS,1920,422558.21
AC1101,A10,CHARLESTON ACADEMY,EM,SUPERANN SUPPLY COVER,1920,20454.15
AE1600,A10,CHARLESTON ACADEMY,EM,MISCELLANEOUS,1920,1312.5
AH1000,A10,CHARLESTON ACADEMY,EM,TRAINING COURSES,1920,1200.0
AH1010,A10,CHARLESTON ACADEMY,EM,STAFF DEVELOPMENT,1920,3008.71
AS1000,A10,CHARLESTON ACADEMY,EM,APPRENTICESHIP LEVY COST,1920,12739.92
BA3000,A10,CHARLESTON ACADEMY,EM,MAINT CLIENT EXTERNAL PARTIES,1920,7348.59
BA4000,A10,CHARLESTON ACADEMY,EM,RPRS&MAINT PROP EXT PARTIES,1920,2442.03
BB2000,A10,CHARLESTON ACADEMY,EM,ELECTRICITY CHARGES,1920,58606.71
BB3000,A10,CHARLESTON ACADEMY,EM,GAS CHARGES,1920,55397.38
BE1000,A10,CHARLESTON ACADEMY,EM,WATER CHARGES,1920,26233.07
BH2000,A10,CHARLESTON ACADEMY,EM,CLEANING MATERIALS/EQUIPMENT,1920,3167.62
BJ1000,A10,CHARLESTON ACADEMY,EM,GROUNDS MAINTENANCE CONTRACT,1920,2069.82
CA1000,A10,CHARLESTON ACADEMY,EM,DERV,1920,839.27
CA1001,A10,CHARLESTON ACADEMY,EM,PETROL,1920,209.33
CA1003,A10,CHARLESTON ACADEMY,EM,GAS OIL,1920,469.25
CA9000,A10,CHARLESTON ACADEMY,EM,MISCELLANEOUS TRANSPORT COSTS,1920,47.69
CB1006,A10,CHARLESTON ACADEMY,EM,INT HIRE CONT CHG FROM FLEET,1920,8853.08
CC1000,A10,CHARLESTON ACADEMY,EM,EDUCATIONAL TRAVEL,1920,416.41
CC2000,A10,CHARLESTON ACADEMY,EM,CAR HIRE,1920,112.0
CF1000,A10,CHARLESTON ACADEMY,EM,COURSES TRAVEL,1920,188.0
DA1000,A10,CHARLESTON ACADEMY,EM,EQUIPMENT PURCHASE,1920,14052.96
DA1600,A10,CHARLESTON ACADEMY,EM,SPORTS EQUIPMENT,1920,1499.94
DA2040,A10,CHARLESTON ACADEMY,EM,EQUIPMENT REPAIRS,1920,331.5
DA4000,A10,CHARLESTON ACADEMY,EM,MATERIALS,1920,49.2
DA4014,A10,CHARLESTON ACADEMY,EM,MEDICAL SUPPLIES,1920,685.9
DA4028,A10,CHARLESTON ACADEMY,EM,VENDING MACHINE SUPPLIES/RENT,1920,624.0
DA4550,A10,CHARLESTON ACADEMY,EM,CLASSROOM SUPPLIES,1920,1630.0
DB2010,A10,CHARLESTON ACADEMY,EM,FOOD,1920,28.33
DB3000,A10,CHARLESTON ACADEMY,EM,CATERING MEETINGS/TRAINING,1920,95.39
DB3010,A10,CHARLESTON ACADEMY,EM,MEALS&HOSPITALITY,1920,378.05
DB3030,A10,CHARLESTON ACADEMY,EM,HOSPITALITY,1920,34.01
DC1000,A10,CHARLESTON ACADEMY,EM,PROTECTIVE CLOTHING,1920,115.68
DD2000,A10,CHARLESTON ACADEMY,EM,STATIONERY,1920,17.7
DD3003,A10,CHARLESTON ACADEMY,EM,MPS COSTS MONO,1920,11004.42
DD3004,A10,CHARLESTON ACADEMY,EM,MPS COSTS COLOUR,1920,1784.02
DD4001,A10,CHARLESTON ACADEMY,EM,BOOKS TEXT BOOKS/STATIONERY,1920,8.41
DF4001,A10,CHARLESTON ACADEMY,EM,ICT CHARGES CORE SUPPLIER,1920,222.29
DF7000,A10,CHARLESTON ACADEMY,EM,POSTAGES,1920,1019.68
DF9000,A10,CHARLESTON ACADEMY,EM,LANDLINE TELEPHONES RENTAL,1920,1193.2
DF9005,A10,CHARLESTON ACADEMY,EM,LANDLINE TELEPHONES USAGE,1920,151.23
DF9010,A10,CHARLESTON ACADEMY,EM,MOBILE PHONE LINE RENTAL,1920,128.22
DF9015,A10,CHARLESTON ACADEMY,EM,MOBILE PHONE USAGE COSTS,1920,0.72
DK9500,A10,CHARLESTON ACADEMY,EM,MISCELLANEOUS SUPPLIES,1920,181.05
EE1200,A10,CHARLESTON ACADEMY,EM,SCOTT QUALIFICATIONS AUTHORITY,1920,61046.44
XH1050,A10,CHARLESTON ACADEMY,EM,REVENUE ACCOUNT BALANCE,1920,-2875.46
DD4001,A11,CHARLESTON ACADEMY,ADMIN,BOOKS TEXT BOOKS/STATIONERY,1920,7383.97
AH1010,A21,CHARLESTON ACADEMY,ADD FUNDS,STAFF DEVELOPMENT,1920,12297.51
FA3000,A21,CHARLESTON ACADEMY,ADD FUNDS,PROJECT FUNDS FOR SCHOOLS,1920,500.0
KE3000,A21,CHARLESTON ACADEMY,ADD FUNDS,INCOME FROM WITHIN HLAND CNCL,1920,-4664.0
DA1000,A50,CHARLESTON ACADEMY,ART,EQUIPMENT PURCHASE,1920,165.0
DA4551,A50,CHARLESTON ACADEMY,ART,ART&CRAFT SUPPLIES,1920,1880.41
DD4001,A50,CHARLESTON ACADEMY,ART,BOOKS TEXT BOOKS/STATIONERY,1920,42.85
DD4001,A52,CHARLESTON ACADEMY,BUSINESS,BOOKS TEXT BOOKS/STATIONERY,1920,314.93
DD4001,A57,CHARLESTON ACADEMY,COMPUTING,BOOKS TEXT BOOKS/STATIONERY,1920,35.95
DD4001,A58,CHARLESTON ACADEMY,ENGLISH,BOOKS TEXT BOOKS/STATIONERY,1920,1085.58
DD4001,A60,CHARLESTON ACADEMY,GEOGRAPHY,BOOKS TEXT BOOKS/STATIONERY,1920,695.79
DD4001,A61,CHARLESTON ACADEMY,HISTORY,BOOKS TEXT BOOKS/STATIONERY,1920,216.69
DA1000,A62,CHARLESTON ACADEMY,HOME EC,EQUIPMENT PURCHASE,1920,249.25
DA4556,A62,CHARLESTON ACADEMY,HOME EC,HOME ECONOMICS SUPPLIES,1920,3617.79
DD4001,A62,CHARLESTON ACADEMY,HOME EC,BOOKS TEXT BOOKS/STATIONERY,1920,362.6
DD4001,A64,CHARLESTON ACADEMY,LRN SUP,BOOKS TEXT BOOKS/STATIONERY,1920,3800.92
DD4001,A65,CHARLESTON ACADEMY,LIBRARY,BOOKS TEXT BOOKS/STATIONERY,1920,310.66
DA4556,A66,CHARLESTON ACADEMY,MATHS,HOME ECONOMICS SUPPLIES,1920,714.41
DD4001,A66,CHARLESTON ACADEMY,MATHS,BOOKS TEXT BOOKS/STATIONERY,1920,550.57
DD4001,A67,CHARLESTON ACADEMY,MOD LANG,BOOKS TEXT BOOKS/STATIONERY,1920,587.49
DA4554,A69,CHARLESTON ACADEMY,MUSIC & DRAMA,MUSICAL SUPPLIES,1920,467.36
DD4001,A69,CHARLESTON ACADEMY,MUSIC & DRAMA,BOOKS TEXT BOOKS/STATIONERY,1920,127.55
DA1000,A70,CHARLESTON ACADEMY,PE,EQUIPMENT PURCHASE,1920,556.17
DA4553,A70,CHARLESTON ACADEMY,PE,PE SUPPLIES,1920,374.92
DD4001,A70,CHARLESTON ACADEMY,PE,BOOKS TEXT BOOKS/STATIONERY,1920,105.32
DA4555,A71,CHARLESTON ACADEMY,PHYSICS,SCIENTIFIC SUPPLIES,1920,7.65
DA4555,A74,CHARLESTON ACADEMY,SCIENCE S1,SCIENTIFIC SUPPLIES,1920,1477.69
DD4001,A74,CHARLESTON ACADEMY,SCIENCE S1,BOOKS TEXT BOOKS/STATIONERY,1920,394.6
DA1000,A79,CHARLESTON ACADEMY,TECHNICAL,EQUIPMENT PURCHASE,1920,1839.18
DA4552,A79,CHARLESTON ACADEMY,TECHNICAL,WOOD/METALWORK SUPPLIES,1920,1980.23
DD4001,A79,CHARLESTON ACADEMY,TECHNICAL,BOOKS TEXT BOOKS/STATIONERY,1920,748.69
DD4001,A83,CHARLESTON ACADEMY,GUIDANCE,BOOKS TEXT BOOKS/STATIONERY,1920,128.29
DA1000,A88,CHARLESTON ACADEMY,CONTINGENCY,EQUIPMENT PURCHASE,1920,407.02
AA1001,PEF,CHARLESTON ACADEMY,PEF,APT&C BASIC PAY,1920,4648.57
AA1100,PEF,CHARLESTON ACADEMY,PEF,TEACHERS PERMANENT BASIC PAY,1920,6674.25
AA1103,PEF,CHARLESTON ACADEMY,PEF,AUX STAFF EDUCATION BASIC PAY,1920,33.87
AB1000,PEF,CHARLESTON ACADEMY,PEF,NI NONTEACHERS,1920,340.22
AB1100,PEF,CHARLESTON ACADEMY,PEF,NI PERMANENT TEACHERS,1920,1113.59
AB1101,PEF,CHARLESTON ACADEMY,PEF,NI SUPPLY COVER,1920,-4.31
AC1000,PEF,CHARLESTON ACADEMY,PEF,SUPERANN NON TEACHERS,1920,-6.64
AC1100,PEF,CHARLESTON ACADEMY,PEF,SUPERANN PERMANENT TEACHERS,1920,2194.45
AE1600,PEF,CHARLESTON ACADEMY,PEF,MISCELLANEOUS,1920,1044.01
AH1000,PEF,CHARLESTON ACADEMY,PEF,TRAINING COURSES,1920,7459.33
AS1000,PEF,CHARLESTON ACADEMY,PEF,APPRENTICESHIP LEVY COST,1920,66.67
CC1000,PEF,CHARLESTON ACADEMY,PEF,EDUCATIONAL TRAVEL,1920,33.5
DA1000,PEF,CHARLESTON ACADEMY,PEF,EQUIPMENT PURCHASE,1920,294.05
DA4550,PEF,CHARLESTON ACADEMY,PEF,CLASSROOM SUPPLIES,1920,1763.15
DB3010,PEF,CHARLESTON ACADEMY,PEF,MEALS&HOSPITALITY,1920,51.5
DD2000,PEF,CHARLESTON ACADEMY,PEF,STATIONERY,1920,80.72
EF1003,PEF,CHARLESTON ACADEMY,PEF,VOLUNTARY ASSOCS/OTHER BODIES,1920,31400.0
KA3000,PEF,CHARLESTON ACADEMY,PEF,GOVT GRANTS SPECIFIC GRANTS,1920,-57186.93
BH1007,000,CHARLESTON ACADEMY,ND,PEST CONTROL EXPENSES,2021,1324.67
AA1001,A10,CHARLESTON ACADEMY,EM,APT&C BASIC PAY,2021,79437.48
AA1100,A10,CHARLESTON ACADEMY,EM,TEACHERS PERMANENT BASIC PAY,2021,2364104.32
AA1101,A10,CHARLESTON ACADEMY,EM,SUPPLY COVER BASIC PAY,2021,40500.16
AA1103,A10,CHARLESTON ACADEMY,EM,AUX STAFF EDUCATION BASIC PAY,2021,11187.78
AA1110,A10,CHARLESTON ACADEMY,EM,LABORATORY TECH'N BASIC PAY,2021,54929.84
AB1000,A10,CHARLESTON ACADEMY,EM,NI NONTEACHERS,2021,10115.37
AB1100,A10,CHARLESTON ACADEMY,EM,NI PERMANENT TEACHERS,2021,259363.22
AB1101,A10,CHARLESTON ACADEMY,EM,NI SUPPLY COVER,2021,4482.26
AC1000,A10,CHARLESTON ACADEMY,EM,SUPERANN NON TEACHERS,2021,21243.24
AC1100,A10,CHARLESTON ACADEMY,EM,SUPERANN PERMANENT TEACHERS,2021,503637.9
AC1101,A10,CHARLESTON ACADEMY,EM,SUPERANN SUPPLY COVER,2021,9182.11
AH1000,A10,CHARLESTON ACADEMY,EM,TRAINING COURSES,2021,719.11
AH1010,A10,CHARLESTON ACADEMY,EM,STAFF DEVELOPMENT,2021,730.0
AS1000,A10,CHARLESTON ACADEMY,EM,APPRENTICESHIP LEVY COST,2021,12936.74
BA3000,A10,CHARLESTON ACADEMY,EM,MAINT CLIENT EXTERNAL PARTIES,2021,5530.83
BB2000,A10,CHARLESTON ACADEMY,EM,ELECTRICITY CHARGES,2021,41146.19
BB3000,A10,CHARLESTON ACADEMY,EM,GAS CHARGES,2021,48424.52
BE1000,A10,CHARLESTON ACADEMY,EM,WATER CHARGES,2021,23751.04
BH2000,A10,CHARLESTON ACADEMY,EM,CLEANING MATERIALS/EQUIPMENT,2021,3478.35
BJ1000,A10,CHARLESTON ACADEMY,EM,GROUNDS MAINTENANCE CONTRACT,2021,2676.79
CA1000,A10,CHARLESTON ACADEMY,EM,DERV,2021,47.58
CA1001,A10,CHARLESTON ACADEMY,EM,PETROL,2021,36.42
CA1003,A10,CHARLESTON ACADEMY,EM,GAS OIL,2021,122.04
CB1006,A10,CHARLESTON ACADEMY,EM,INT HIRE CONT CHG FROM FLEET,2021,5210.25
CB1007,A10,CHARLESTON ACADEMY,EM,VEHICLE MAINT O/CHG FROM FLEET,2021,478.5
CC2000,A10,CHARLESTON ACADEMY,EM,CAR HIRE,2021,-22.0
DA1000,A10,CHARLESTON ACADEMY,EM,EQUIPMENT PURCHASE,2021,21679.95
DA1600,A10,CHARLESTON ACADEMY,EM,SPORTS EQUIPMENT,2021,357.0
DA4000,A10,CHARLESTON ACADEMY,EM,MATERIALS,2021,250.0
DA4014,A10,CHARLESTON ACADEMY,EM,MEDICAL SUPPLIES,2021,554.4
DA4028,A10,CHARLESTON ACADEMY,EM,VENDING MACHINE SUPPLIES/RENT,2021,624.0
DA4040,A10,CHARLESTON ACADEMY,EM,SANITARY PRODUCTS TOWELS,2021,335.52
DA4041,A10,CHARLESTON ACADEMY,EM,SANITARY PRODUCTS TAMPONS,2021,242.59
DA4042,A10,CHARLESTON ACADEMY,EM,SANITARY PRODUCTS OTHER,2021,52.95
DA4550,A10,CHARLESTON ACADEMY,EM,CLASSROOM SUPPLIES,2021,3394.93
DB2000,A10,CHARLESTON ACADEMY,EM,GROCERIES,2021,97.8
DB3000,A10,CHARLESTON ACADEMY,EM,CATERING MEETINGS/TRAINING,2021,157.65
DB3010,A10,CHARLESTON ACADEMY,EM,MEALS&HOSPITALITY,2021,9.7
DC1000,A10,CHARLESTON ACADEMY,EM,PROTECTIVE CLOTHING,2021,159.0
DD2000,A10,CHARLESTON ACADEMY,EM,STATIONERY,2021,1847.72
DD3003,A10,CHARLESTON ACADEMY,EM,MPS COSTS MONO,2021,5002.21
DD3004,A10,CHARLESTON ACADEMY,EM,MPS COSTS COLOUR,2021,977.48
DF4000,A10,CHARLESTON ACADEMY,EM,COMPUTER SERVICES EXTERNAL,2021,125.05
DF4001,A10,CHARLESTON ACADEMY,EM,ICT CHARGES CORE SUPPLIER,2021,900.49
DF7000,A10,CHARLESTON ACADEMY,EM,POSTAGES,2021,1035.72
DF9000,A10,CHARLESTON ACADEMY,EM,LANDLINE TELEPHONES RENTAL,2021,1040.84
DF9005,A10,CHARLESTON ACADEMY,EM,LANDLINE TELEPHONES USAGE,2021,254.55
DF9010,A10,CHARLESTON ACADEMY,EM,MOBILE PHONE LINE RENTAL,2021,36.08
DF9015,A10,CHARLESTON ACADEMY,EM,MOBILE PHONE USAGE COSTS,2021,10.27
DF9025,A10,CHARLESTON ACADEMY,EM,TELEPHONY MAINTENANCE,2021,162.5
DK9015,A10,CHARLESTON ACADEMY,EM,REVENUE CONTS TO CAPITAL,2021,2000.0
DK9500,A10,CHARLESTON ACADEMY,EM,MISCELLANEOUS SUPPLIES,2021,324.66
EE1200,A10,CHARLESTON ACADEMY,EM,SCOTT QUALIFICATIONS AUTHORITY,2021,60681.0
XH1050,A10,CHARLESTON ACADEMY,EM,REVENUE ACCOUNT BALANCE,2021,14946.3
DD4001,A11,CHARLESTON ACADEMY,ADMIN,BOOKS TEXT BOOKS/STATIONERY,2021,2868.06
AH1010,A21,CHARLESTON ACADEMY,ADD FUNDS,STAFF DEVELOPMENT,2021,3082.24
AH1010,A28,CHARLESTON ACADEMY,CPD,STAFF DEVELOPMENT,2021,796.0
DA1000,A50,CHARLESTON ACADEMY,ART,EQUIPMENT PURCHASE,2021,42.23
DA4551,A50,CHARLESTON ACADEMY,ART,ART&CRAFT SUPPLIES,2021,1061.43
DD4001,A50,CHARLESTON ACADEMY,ART,BOOKS TEXT BOOKS/STATIONERY,2021,426.14
DF4001,A50,CHARLESTON ACADEMY,ART,ICT CHARGES CORE SUPPLIER,2021,96.85
DD4001,A52,CHARLESTON ACADEMY,BUSINESS,BOOKS TEXT BOOKS/STATIONERY,2021,477.9
DD4001,A57,CHARLESTON ACADEMY,COMPUTING,BOOKS TEXT BOOKS/STATIONERY,2021,160.69
DD4001,A58,CHARLESTON ACADEMY,ENGLISH,BOOKS TEXT BOOKS/STATIONERY,2021,4183.58
DA1000,A60,CHARLESTON ACADEMY,GEOGRAPHY,EQUIPMENT PURCHASE,2021,358.84
DD4001,A60,CHARLESTON ACADEMY,GEOGRAPHY,BOOKS TEXT BOOKS/STATIONERY,2021,183.95
DD4001,A61,CHARLESTON ACADEMY,HISTORY,BOOKS TEXT BOOKS/STATIONERY,2021,180.51
DA1000,A62,CHARLESTON ACADEMY,HOME EC,EQUIPMENT PURCHASE,2021,116.4
DA4556,A62,CHARLESTON ACADEMY,HOME EC,HOME ECONOMICS SUPPLIES,2021,4200.37
DD4001,A64,CHARLESTON ACADEMY,LRN SUP,BOOKS TEXT BOOKS/STATIONERY,2021,426.46
DD4001,A65,CHARLESTON ACADEMY,LIBRARY,BOOKS TEXT BOOKS/STATIONERY,2021,432.05
DA4556,A66,CHARLESTON ACADEMY,MATHS,HOME ECONOMICS SUPPLIES,2021,179.0
DD4001,A66,CHARLESTON ACADEMY,MATHS,BOOKS TEXT BOOKS/STATIONERY,2021,2209.8
DD4001,A67,CHARLESTON ACADEMY,MOD LANG,BOOKS TEXT BOOKS/STATIONERY,2021,440.9
DA4554,A69,CHARLESTON ACADEMY,MUSIC & DRAMA,MUSICAL SUPPLIES,2021,261.52
DD4001,A69,CHARLESTON ACADEMY,MUSIC & DRAMA,BOOKS TEXT BOOKS/STATIONERY,2021,127.74
DA1000,A70,CHARLESTON ACADEMY,PE,EQUIPMENT PURCHASE,2021,568.35
DA4553,A70,CHARLESTON ACADEMY,PE,PE SUPPLIES,2021,1259.06
DD4001,A70,CHARLESTON ACADEMY,PE,BOOKS TEXT BOOKS/STATIONERY,2021,130.53
DA4555,A74,CHARLESTON ACADEMY,SCIENCE S1,SCIENTIFIC SUPPLIES,2021,636.56
DD4001,A74,CHARLESTON ACADEMY,SCIENCE S1,BOOKS TEXT BOOKS/STATIONERY,2021,511.64
DA1000,A79,CHARLESTON ACADEMY,TECHNICAL,EQUIPMENT PURCHASE,2021,289.88
DA4552,A79,CHARLESTON ACADEMY,TECHNICAL,WOOD/METALWORK SUPPLIES,2021,2684.73
