SEEDCODE,LOCAL AUTHORITY,SCHOOL TYPE,SCHOOL,TEACHERS,PUPIL ROLL,ASN PUPILS,ATTENDANCE RATE,YEAR
5304229,ANGUS,PRIMARY,INVERKEILOR PRIMARY SCHOOL,5.3,63,,92.67,2223
5302226,ANGUS,PRIMARY,ISLA PRIMARY SCHOOL,3.0,33,,92.4,2223
5300622,ANGUS,PRIMARY,LADYLOAN PRIMARY SCHOOL,20.1,284,123,88.74,2223
5303427,ANGUS,PRIMARY,LANGLANDS PRIMARY SCHOOL,24.9,392,110,91.22,2223
5304822,ANGUS,PRIMARY,LETHAM PRIMARY SCHOOL,9.8,148,,94.3,2223
5320321,ANGUS,PRIMARY,LIFF PRIMARY SCHOOL,7.8,114,22,94.51,2223
5307929,ANGUS,PRIMARY,LOCHSIDE PRIMARY SCHOOL,26.2,351,111,90.65,2223
5301521,ANGUS,PRIMARY,MAISONDIEU PRIMARY SCHOOL,22.5,367,75,93.5,2223
5320429,ANGUS,PRIMARY,MATTOCKS PRIMARY SCHOOL,5.8,76,5,94.18,2223
5305624,ANGUS,PRIMARY,MONIKIE PRIMARY SCHOOL,5.9,76,,94.33,2223
5300827,ANGUS,PRIMARY,MUIRFIELD PRIMARY SCHOOL,13.5,239,25,93.32,2223
5320828,ANGUS,PRIMARY,MURROES PRIMARY SCHOOL,7.9,107,7,94.64,2223
5306124,ANGUS,PRIMARY,NEWBIGGING PRIMARY SCHOOL,2.2,6,,97.08,2223
5308232,ANGUS,PRIMARY,NEWTYLE PRIMARY SCHOOL,6.0,71,30,95.07,2223
5308127,ANGUS,PRIMARY,NORTHMUIR PRIMARY SCHOOL,17.5,296,24,94.07,2223
5330823,ANGUS,PRIMARY,ROSEMOUNT PRIMARY SCHOOL,10.1,181,42,94.68,2223
5320623,ANGUS,PRIMARY,SEAVIEW PRIMARY SCHOOL,24.7,388,63,94.37,2223
5305926,ANGUS,PRIMARY,SOUTHESK PRIMARY SCHOOL,13.2,212,94,90.7,2223
5304725,ANGUS,PRIMARY,SOUTHMUIR PRIMARY SCHOOL,13.0,159,55,90.58,2223
5306027,ANGUS,PRIMARY,ST MARGARET'S PRIMARY SCHOOL,3.2,21,,91.38,2223
5300924,ANGUS,PRIMARY,ST THOMAS' PRIMARY SCHOOL,7.4,98,46,93.02,2223
5306728,ANGUS,PRIMARY,STRACATHRO PRIMARY SCHOOL,2.5,22,,94.41,2223
5320925,ANGUS,PRIMARY,STRATHMARTINE PRIMARY SCHOOL,3.5,40,8,93.62,2223
5303222,ANGUS,PRIMARY,STRATHMORE PRIMARY SCHOOL,19.7,294,23,89.0,2223
5306825,ANGUS,PRIMARY,TANNADICE PRIMARY SCHOOL,5.4,81,12,94.5,2223
5321026,ANGUS,PRIMARY,TEALING PRIMARY SCHOOL,2.9,33,,95.02,2223
5301025,ANGUS,PRIMARY,TIMMERGREENS PRIMARY SCHOOL,9.6,173,5,93.64,2223
5301122,ANGUS,PRIMARY,WARDDYKES PRIMARY SCHOOL,19.5,284,100,90.76,2223
5301220,ANGUS,PRIMARY,WHITEHILLS PRIMARY SCHOOL,21.9,364,72,93.42,2223
5300029,ANGUS,PRIMARY,WOODLANDS PRIMARY SCHOOL,12.4,184,43,94.12,2223
5307031,ANGUS,SECONDARY,ARBROATH ACADEMY,61.6,683,313,85.83,2223
5307139,ANGUS,SECONDARY,ARBROATH HIGH SCHOOL,73.6,889,253,88.83,2223
5307236,ANGUS,SECONDARY,BRECHIN HIGH SCHOOL,49.8,562,291,80.14,2223
5307430,ANGUS,SECONDARY,CARNOUSTIE HIGH SCHOOL,73.4,833,343,89.15,2223
5307538,ANGUS,SECONDARY,FORFAR ACADEMY,86.4,1107,559,85.8,2223
5339537,ANGUS,SECONDARY,MONIFIETH HIGH SCHOOL,81.0,1035,340,90.27,2223
5308038,ANGUS,SECONDARY,MONTROSE ACADEMY,76.4,859,408,88.66,2223
5307732,ANGUS,SECONDARY,WEBSTER'S HIGH SCHOOL,58.0,654,312,88.9,2223
8100128,ARGYLL & BUTE,PRIMARY,ACHAHOISH PRIMARY SCHOOL,1.6,6,,96.51,2223
8100926,ARGYLL & BUTE,PRIMARY,ARDRISHAIG PRIMARY SCHOOL,6.6,90,34,92.69,2223
8100829,ARGYLL & BUTE,PRIMARY,ARINAGOUR PRIMARY SCHOOL,1.7,4,,92.73,2223
8300925,ARGYLL & BUTE,PRIMARY,ARROCHAR PRIMARY SCHOOL,3.7,39,15,92.98,2223
8101221,ARGYLL & BUTE,PRIMARY,BARCALDINE PRIMARY SCHOOL,1.4,3,,96.55,2223
8130922,ARGYLL & BUTE,PRIMARY,BOWMORE PRIMARY SCHOOL,4.4,58,26,93.55,2223
8131120,ARGYLL & BUTE,PRIMARY,BOWMORE PRIMARY SCHOOL GAELIC UNIT,2.7,22,,93.03,2223
1004662,ARGYLL & BUTE,PRIMARY,BUNESSAN PRIMARY GAELIC UNIT,1.1,10,,92.78,2223
8101523,ARGYLL & BUTE,PRIMARY,BUNESSAN PRIMARY SCHOOL,1.5,12,,92.74,2223
8301425,ARGYLL & BUTE,PRIMARY,CARDROSS PRIMARY SCHOOL,9.7,166,26,95.4,2223
8101825,ARGYLL & BUTE,PRIMARY,CARRADALE PRIMARY SCHOOL,2.0,16,10,93.15,2223
8111227,ARGYLL & BUTE,PRIMARY,CASTLEHILL PRIMARY SCHOOL,10.1,175,57,93.45,2223
8101922,ARGYLL & BUTE,PRIMARY,CLACHAN PRIMARY SCHOOL,1.6,11,,93.28,2223
8302723,ARGYLL & BUTE,PRIMARY,COLGRAIN PRIMARY SCHOOL,15.9,256,63,93.1,2223
8102023,ARGYLL & BUTE,PRIMARY,CRAIGNISH PRIMARY SCHOOL,4.7,24,,90.53,2223
8111324,ARGYLL & BUTE,PRIMARY,DALINTOBER PRIMARY SCHOOL,14.4,204,44,91.78,2223
8102325,ARGYLL & BUTE,PRIMARY,DALMALLY PRIMARY SCHOOL,2.6,30,19,91.07,2223
8102422,ARGYLL & BUTE,PRIMARY,DERVAIG PRIMARY SCHOOL,2.0,15,8,94.79,2223
8102627,ARGYLL & BUTE,PRIMARY,DRUMLEMBLE PRIMARY SCHOOL,2.7,25,9,93.1,2223
8102724,ARGYLL & BUTE,PRIMARY,DUNBEG PRIMARY SCHOOL,7.5,94,45,94.23,2223
8102821,ARGYLL & BUTE,PRIMARY,DUNOON PRIMARY SCHOOL,13.2,197,80,90.25,2223
8103127,ARGYLL & BUTE,PRIMARY,EASDALE PRIMARY SCHOOL,2.8,31,,93.81,2223
8103224,ARGYLL & BUTE,PRIMARY,FURNACE PRIMARY SCHOOL,0.2,3,,,2223
8302529,ARGYLL & BUTE,PRIMARY,GARELOCHHEAD PRIMARY SCHOOL,7.4,106,36,93.79,2223
8103321,ARGYLL & BUTE,PRIMARY,GIGHA PRIMARY SCHOOL,1.2,10,5,92.24,2223
8103429,ARGYLL & BUTE,PRIMARY,GLASSARY PRIMARY SCHOOL,2.8,23,10,95.35,2223
8103526,ARGYLL & BUTE,PRIMARY,GLENBARR PRIMARY SCHOOL,1.5,5,,92.28,2223
8302820,ARGYLL & BUTE,PRIMARY,HERMITAGE PRIMARY SCHOOL,19.8,374,124,94.12,2223
8103925,ARGYLL & BUTE,PRIMARY,INNELLAN PRIMARY SCHOOL,2.7,15,7,91.26,2223
8104026,ARGYLL & BUTE,PRIMARY,INVERARAY PRIMARY SCHOOL,6.5,59,6,92.75,2223
8104123,ARGYLL & BUTE,PRIMARY,IONA PRIMARY SCHOOL,2.6,11,,94.02,2223
8302928,ARGYLL & BUTE,PRIMARY,JOHN LOGIE BAIRD PRIMARY SCHOOL,10.9,92,32,92.3,2223
8104220,ARGYLL & BUTE,PRIMARY,KEILLS PRIMARY SCHOOL,2.8,31,5,91.39,2223
8104522,ARGYLL & BUTE,PRIMARY,KILCHATTAN PRIMARY SCHOOL,1.8,2,,,2223
8303223,ARGYLL & BUTE,PRIMARY,KILCREGGAN PRIMARY SCHOOL,5.7,81,13,92.96,2223
8105022,ARGYLL & BUTE,PRIMARY,KILMARTIN PRIMARY SCHOOL,2.5,27,10,93.15,2223
8105324,ARGYLL & BUTE,PRIMARY,KILMODAN PRIMARY SCHOOL,0.8,11,,94.96,2223
8105626,ARGYLL & BUTE,PRIMARY,KILNINVER PRIMARY SCHOOL,2.9,22,,95.96,2223
8105723,ARGYLL & BUTE,PRIMARY,KIRN PRIMARY SCHOOL,16.0,299,116,92.13,2223
8105928,ARGYLL & BUTE,PRIMARY,LISMORE PRIMARY SCHOOL,1.5,6,,94.5,2223
8106029,ARGYLL & BUTE,PRIMARY,LOCHDONHEAD PRIMARY SCHOOL,2.5,19,,92.65,2223
8111030,ARGYLL & BUTE,PRIMARY,LOCHGILPHEAD HIGH SCHOOL,15.5,201,86,92.47,2223
8106428,ARGYLL & BUTE,PRIMARY,LOCHGOILHEAD PRIMARY SCHOOL,2.6,24,8,91.78,2223
8106126,ARGYLL & BUTE,PRIMARY,LOCHNELL PRIMARY SCHOOL,8.1,118,44,93.42,2223
8303320,ARGYLL & BUTE,PRIMARY,LUSS PRIMARY SCHOOL,1.5,11,,91.32,2223
8130124,ARGYLL & BUTE,PRIMARY,NORTH BUTE PRIMARY SCHOOL,3.5,27,12,97.85,2223
8106924,ARGYLL & BUTE,PRIMARY,PARK PRIMARY SCHOOL,12.2,216,28,93.22,2223
8107726,ARGYLL & BUTE,PRIMARY,PORT CHARLOTTE PRIMARY SCHOOL,3.1,29,17,92.42,2223
8107823,ARGYLL & BUTE,PRIMARY,PORT ELLEN PRIMARY SCHOOL,5.5,73,23,92.69,2223
8303924,ARGYLL & BUTE,PRIMARY,RHU PRIMARY SCHOOL,10.7,169,53,94.69,2223
8108129,ARGYLL & BUTE,PRIMARY,RHUNAHAORINE PRIMARY SCHOOL,1.2,13,,93.62,2223
8109923,ARGYLL & BUTE,PRIMARY,ROCKFIELD GAELIC PRIMARY SCHOOL,4.1,50,6,91.85,2223
8107025,ARGYLL & BUTE,PRIMARY,ROCKFIELD PRIMARY SCHOOL,18.8,236,61,92.51,2223
8304025,ARGYLL & BUTE,PRIMARY,ROSNEATH PRIMARY SCHOOL,5.7,83,24,91.93,2223
8130434,ARGYLL & BUTE,PRIMARY,ROTHESAY ACADEMY,15.2,241,90,91.51,2223
8108226,ARGYLL & BUTE,PRIMARY,SALEN PRIMARY SCHOOL,2.5,32,15,93.72,2223
8110026,ARGYLL & BUTE,PRIMARY,SALEN PRIMARY SCHOOL GAELIC UNIT,3.2,32,16,93.0,2223
8108323,ARGYLL & BUTE,PRIMARY,SANDBANK PRIMARY SCHOOL,4.0,64,26,90.42,2223
8110123,ARGYLL & BUTE,PRIMARY,SANDBANK PRIMARY SCHOOL GAELIC UNIT,2.6,39,6,93.86,2223
8108528,ARGYLL & BUTE,PRIMARY,SMALL ISLES PRIMARY SCHOOL,2.6,20,,91.69,2223
8130329,ARGYLL & BUTE,PRIMARY,ST ANDREW'S PRIMARY SCHOOL ARGYLL,6.1,77,30,92.06,2223
8107122,ARGYLL & BUTE,PRIMARY,ST COLUMBA'S PRIMARY SCHOOL ARGYLL,9.7,172,49,91.98,2223
8303029,ARGYLL & BUTE,PRIMARY,ST JOSEPH'S PRIMARY SCHOOL HELENSBURGH,10.1,141,22,91.4,2223
8102929,ARGYLL & BUTE,PRIMARY,ST MUN'S PRIMARY SCHOOL,3.4,33,14,89.17,2223
8108927,ARGYLL & BUTE,PRIMARY,STRACHUR PRIMARY SCHOOL,3.1,26,13,91.87,2223
8109028,ARGYLL & BUTE,PRIMARY,STRATH OF APPIN PRIMARY SCHOOL,2.4,13,,90.53,2223
8100020,ARGYLL & BUTE,PRIMARY,STRATH OF APPIN PRIMARY SCHOOL GAELIC UNIT,1.7,14,,93.51,2223
8109222,ARGYLL & BUTE,PRIMARY,STRONE PRIMARY SCHOOL,3.2,24,6,96.54,2223
8110530,ARGYLL & BUTE,PRIMARY,TARBERT ACADEMY,7.9,106,34,91.98,2223
8109427,ARGYLL & BUTE,PRIMARY,TAYNUILT PRIMARY SCHOOL,5.7,55,27,94.32,2223
8109524,ARGYLL & BUTE,PRIMARY,TAYVALLICH PRIMARY SCHOOL,2.9,19,8,93.48,2223
8109621,ARGYLL & BUTE,PRIMARY,TIGHNABRUAICH PRIMARY SCHOOL,3.9,67,23,92.37,2223
8110131,ARGYLL & BUTE,PRIMARY,TIREE HIGH SCHOOL,2.6,17,6,87.58,2223
8111421,ARGYLL & BUTE,PRIMARY,TIREE PRIMARY SCHOOL GAELIC UNIT,2.1,36,7,92.59,2223
8110638,ARGYLL & BUTE,PRIMARY,TOBERMORY HIGH SCHOOL,5.8,73,12,92.25,2223
8109729,ARGYLL & BUTE,PRIMARY,TOWARD PRIMARY SCHOOL,3.0,23,6,94.02,2223
8109826,ARGYLL & BUTE,PRIMARY,ULVA PRIMARY SCHOOL,1.7,9,,88.65,2223
8110034,ARGYLL & BUTE,SECONDARY,CAMPBELTOWN GRAMMAR SCHOOL,36.9,380,86,87.01,2223
8110239,ARGYLL & BUTE,SECONDARY,DUNOON GRAMMAR SCHOOL,66.4,745,358,88.12,2223
8304734,ARGYLL & BUTE,SECONDARY,HERMITAGE ACADEMY,92.8,1282,477,87.85,2223
8109931,ARGYLL & BUTE,SECONDARY,ISLAY HIGH SCHOOL,22.7,191,92,89.36,2223
8111030,ARGYLL & BUTE,SECONDARY,LOCHGILPHEAD HIGH SCHOOL,40.4,408,179,88.94,2223
8110336,ARGYLL & BUTE,SECONDARY,OBAN HIGH SCHOOL,77.4,1009,415,87.0,2223
8130434,ARGYLL & BUTE,SECONDARY,ROTHESAY ACADEMY,28.9,277,114,86.42,2223
8110530,ARGYLL & BUTE,SECONDARY,TARBERT ACADEMY,16.5,120,48,90.19,2223
8110131,ARGYLL & BUTE,SECONDARY,TIREE HIGH SCHOOL,11.2,37,19,88.52,2223
8110638,ARGYLL & BUTE,SECONDARY,TOBERMORY HIGH SCHOOL,20.8,151,65,91.08,2223
8305943,ARGYLL & BUTE,SPECIAL,PARKLANDS SCHOOL,8.5,45,45,89.15,2223
5701929,CLACKMANNANSHIRE,PRIMARY,ABERCROMBY PRIMARY SCHOOL,22.8,321,105,92.08,2223
5700825,CLACKMANNANSHIRE,PRIMARY,ALVA PRIMARY SCHOOL,30.1,355,124,91.26,2223
5702127,CLACKMANNANSHIRE,PRIMARY,BANCHORY PRIMARY SCHOOL,14.4,161,74,89.87,2223
5700922,CLACKMANNANSHIRE,PRIMARY,CLACKMANNAN PRIMARY SCHOOL,16.6,214,59,91.12,2223
5701023,CLACKMANNANSHIRE,PRIMARY,COALSNAUGHTON PRIMARY SCHOOL,5.8,73,29,90.87,2223
5701627,CLACKMANNANSHIRE,PRIMARY,CRAIGBANK PRIMARY SCHOOL,18.1,266,76,91.94,2223
5701724,CLACKMANNANSHIRE,PRIMARY,DEERPARK PRIMARY SCHOOL,12.6,149,66,88.7,2223
5701228,CLACKMANNANSHIRE,PRIMARY,FISHCROSS PRIMARY SCHOOL,6.3,76,30,95.34,2223
5701422,CLACKMANNANSHIRE,PRIMARY,MENSTRIE PRIMARY SCHOOL,17.3,267,49,94.76,2223
5718023,CLACKMANNANSHIRE,PRIMARY,MUCKHART PRIMARY SCHOOL,3.5,40,15,95.52,2223
5700523,CLACKMANNANSHIRE,PRIMARY,PARK PRIMARY SCHOOL,25.7,318,74,90.41,2223
1003020,CLACKMANNANSHIRE,PRIMARY,REDWELL PRIMARY SCHOOL,28.8,377,80,93.34,2223
5702321,CLACKMANNANSHIRE,PRIMARY,ST BERNADETTE'S PRIMARY SCHOOL,6.8,94,36,92.35,2223
5703824,CLACKMANNANSHIRE,PRIMARY,ST MUNGO'S PRIMARY SCHOOL,9.8,138,61,93.06,2223
5702224,CLACKMANNANSHIRE,PRIMARY,ST SERF'S PRIMARY SCHOOL,12.6,182,56,91.99,2223
5701120,CLACKMANNANSHIRE,PRIMARY,STRATHDEVON PRIMARY SCHOOL,15.9,171,40,97.04,2223
5700728,CLACKMANNANSHIRE,PRIMARY,SUNNYSIDE PRIMARY SCHOOL,23.0,317,103,91.17,2223
5701821,CLACKMANNANSHIRE,PRIMARY,TILLICOULTRY PRIMARY SCHOOL,23.6,261,61,91.91,2223
5702534,CLACKMANNANSHIRE,SECONDARY,ALLOA ACADEMY,62.6,757,304,88.33,2223
5702836,CLACKMANNANSHIRE,SECONDARY,ALVA ACADEMY,82.6,962,373,88.52,2223
5702631,CLACKMANNANSHIRE,SECONDARY,LORNSHILL ACADEMY,76.6,1028,405,88.87,2223
5702941,CLACKMANNANSHIRE,SPECIAL,LOCHIES,10.0,35,35,91.6,2223
5700442,CLACKMANNANSHIRE,SPECIAL,SECONDARY SCHOOL SUPPORT SERVICE,17.5,56,56,91.39,2223
5935229,DUMFRIES & GALLOWAY,PRIMARY,AMISFIELD SCHOOL,2.5,36,,94.3,2223
5945429,DUMFRIES & GALLOWAY,PRIMARY,APPLEGARTH SCHOOL,2.9,39,18,91.11,2223
5915023,DUMFRIES & GALLOWAY,PRIMARY,AUCHENCAIRN SCHOOL,3.3,31,5,93.3,2223
5945526,DUMFRIES & GALLOWAY,PRIMARY,BEATTOCK SCHOOL,3.5,44,23,90.98,2223
5910323,DUMFRIES & GALLOWAY,PRIMARY,BELMONT SCHOOL,17.5,272,113,92.14,2223
5915228,DUMFRIES & GALLOWAY,PRIMARY,BORGUE SCHOOL,1.7,13,,93.71,2223
5935423,DUMFRIES & GALLOWAY,PRIMARY,BROWNHALL SCHOOL,2.9,24,,95.4,2223
5945720,DUMFRIES & GALLOWAY,PRIMARY,BRYDEKIRK SCHOOL,2.7,25,5,94.19,2223
5940621,DUMFRIES & GALLOWAY,PRIMARY,CAERLAVEROCK SCHOOL,2.7,28,6,93.68,2223
5940923,DUMFRIES & GALLOWAY,PRIMARY,CALSIDE SCHOOL,13.2,186,65,95.51,2223
5945828,DUMFRIES & GALLOWAY,PRIMARY,CANONBIE SCHOOL,4.3,52,9,95.04,2223
5941326,DUMFRIES & GALLOWAY,PRIMARY,CARGENBRIDGE SCHOOL,6.8,110,42,93.36,2223
5946123,DUMFRIES & GALLOWAY,PRIMARY,CARRUTHERSTOWN SCHOOL,2.7,34,13,95.56,2223
5915422,DUMFRIES & GALLOWAY,PRIMARY,CASTLE DOUGLAS PRIMARY,19.8,344,90,92.57,2223
5900123,DUMFRIES & GALLOWAY,PRIMARY,CASTLE KENNEDY SCHOOL,3.0,33,20,96.03,2223
5935628,DUMFRIES & GALLOWAY,PRIMARY,CLOSEBURN SCHOOL,3.9,50,14,94.13,2223
5935725,DUMFRIES & GALLOWAY,PRIMARY,COLLIN SCHOOL,2.9,41,16,60.03,2223
5915724,DUMFRIES & GALLOWAY,PRIMARY,COLVEND SCHOOL,1.7,8,,91.36,2223
5910021,DUMFRIES & GALLOWAY,PRIMARY,CREETOWN SCHOOL,5.8,81,32,93.86,2223
5915929,DUMFRIES & GALLOWAY,PRIMARY,CROSSMICHAEL SCHOOL,5.1,90,30,95.97,2223
5946026,DUMFRIES & GALLOWAY,PRIMARY,CUMMERTREES SCHOOL,2.7,33,14,93.27,2223
5916127,DUMFRIES & GALLOWAY,PRIMARY,DALBEATTIE PRIMARY SCHOOL,12.7,249,101,93.69,2223
1004344,DUMFRIES & GALLOWAY,PRIMARY,DALRY PRIMARY SCHOOL,3.9,43,14,89.93,2223
5900328,DUMFRIES & GALLOWAY,PRIMARY,DRUMMORE SCHOOL,2.9,32,11,95.24,2223
5936926,DUMFRIES & GALLOWAY,PRIMARY,DUNCOW SCHOOL,2.9,42,19,93.88,2223
5937027,DUMFRIES & GALLOWAY,PRIMARY,DUNSCORE SCHOOL,3.8,56,17,96.0,2223
5946220,DUMFRIES & GALLOWAY,PRIMARY,EAGLESFIELD SCHOOL,2.9,44,6,95.11,2223
5946328,DUMFRIES & GALLOWAY,PRIMARY,EASTRIGGS SCHOOL,8.4,131,28,92.64,2223
5948924,DUMFRIES & GALLOWAY,PRIMARY,ELMVALE SCHOOL,9.0,151,84,93.49,2223
5900425,DUMFRIES & GALLOWAY,PRIMARY,GARLIESTON SCHOOL,1.5,11,,94.39,2223
5918928,DUMFRIES & GALLOWAY,PRIMARY,GATEHOUSE SCHOOL,5.5,81,12,93.98,2223
5916429,DUMFRIES & GALLOWAY,PRIMARY,GELSTON SCHOOL,2.7,39,19,95.07,2223
5937329,DUMFRIES & GALLOWAY,PRIMARY,GEORGETOWN SCHOOL,19.3,301,104,94.76,2223
5900522,DUMFRIES & GALLOWAY,PRIMARY,GLENLUCE SCHOOL,3.2,66,16,94.22,2223
5947022,DUMFRIES & GALLOWAY,PRIMARY,GRETNA SCHOOL,14.9,273,132,90.47,2223
5916623,DUMFRIES & GALLOWAY,PRIMARY,HARDGATE SCHOOL,4.0,68,12,91.57,2223
5900026,DUMFRIES & GALLOWAY,PRIMARY,HEATHHALL PRIMARY SCHOOL,15.2,307,88,94.76,2223
5945127,DUMFRIES & GALLOWAY,PRIMARY,HECKLEGIRTH SCHOOL,10.4,201,66,91.58,2223
5947421,DUMFRIES & GALLOWAY,PRIMARY,HIGHTAE SCHOOL,1.5,14,8,95.75,2223
5946425,DUMFRIES & GALLOWAY,PRIMARY,HODDOM SCHOOL,3.7,51,8,92.59,2223
5937523,DUMFRIES & GALLOWAY,PRIMARY,HOLYWOOD SCHOOL,3.9,61,30,94.86,2223
5947529,DUMFRIES & GALLOWAY,PRIMARY,HOTTSBRIDGE SCHOOL,1.6,11,,94.41,2223
5947626,DUMFRIES & GALLOWAY,PRIMARY,JOHNSTONEBRIDGE SCHOOL,3.4,31,17,93.7,2223
5937825,DUMFRIES & GALLOWAY,PRIMARY,KELLOHOLM SCHOOL,10.4,161,50,90.26,2223
5916720,DUMFRIES & GALLOWAY,PRIMARY,KELLS SCHOOL,2.9,30,5,92.84,2223
5930227,DUMFRIES & GALLOWAY,PRIMARY,KIRKBEAN SCHOOL,1.7,11,,96.01,2223
5900824,DUMFRIES & GALLOWAY,PRIMARY,KIRKCOLM SCHOOL,2.6,37,17,94.79,2223
5900921,DUMFRIES & GALLOWAY,PRIMARY,KIRKCOWAN SCHOOL,2.8,42,21,95.71,2223
5910420,DUMFRIES & GALLOWAY,PRIMARY,KIRKCUDBRIGHT PRIMARY SCHOOL,12.8,223,67,92.95,2223
5917123,DUMFRIES & GALLOWAY,PRIMARY,KIRKGUNZEON SCHOOL,2.7,18,,94.81,2223
5901022,DUMFRIES & GALLOWAY,PRIMARY,KIRKINNER SCHOOL,2.9,24,,93.83,2223
5947723,DUMFRIES & GALLOWAY,PRIMARY,KIRKPATRICK FLEMING SCHOOL,3.9,67,13,94.72,2223
5949025,DUMFRIES & GALLOWAY,PRIMARY,LANGHOLM PRIMARY SCHOOL,9.6,155,63,92.58,2223
5935822,DUMFRIES & GALLOWAY,PRIMARY,LAURIEKNOWE SCHOOL,14.4,280,99,93.65,2223
5901227,DUMFRIES & GALLOWAY,PRIMARY,LESWALT SCHOOL,2.8,33,17,95.88,2223
5936020,DUMFRIES & GALLOWAY,PRIMARY,LINCLUDEN SCHOOL,14.5,219,105,91.03,2223
5937922,DUMFRIES & GALLOWAY,PRIMARY,LOCHARBRIGGS SCHOOL,8.2,113,67,92.35,2223
5947820,DUMFRIES & GALLOWAY,PRIMARY,LOCHMABEN SCHOOL,15.2,259,95,93.88,2223
5917328,DUMFRIES & GALLOWAY,PRIMARY,LOCHRUTTON SCHOOL,1.9,8,,95.88,2223
5948827,DUMFRIES & GALLOWAY,PRIMARY,LOCKERBIE PRIMARY SCHOOL,21.7,298,63,92.12,2223
5936225,DUMFRIES & GALLOWAY,PRIMARY,LOREBURN SCHOOL,9.8,175,98,90.42,2223
5910226,DUMFRIES & GALLOWAY,PRIMARY,MINNIGAFF SCHOOL,4.1,52,27,92.96,2223
5948738,DUMFRIES & GALLOWAY,PRIMARY,MOFFAT ACADEMY,10.9,176,37,94.19,2223
5938023,DUMFRIES & GALLOWAY,PRIMARY,MONIAIVE SCHOOL,3.8,49,21,92.94,2223
5938228,DUMFRIES & GALLOWAY,PRIMARY,NETHERMILL SCHOOL,2.9,22,8,96.21,2223
5930324,DUMFRIES & GALLOWAY,PRIMARY,NEW ABBEY SCHOOL,2.7,35,20,96.17,2223
5945224,DUMFRIES & GALLOWAY,PRIMARY,NEWINGTON SCHOOL,17.8,316,84,93.69,2223
5936322,DUMFRIES & GALLOWAY,PRIMARY,NOBLEHILL SCHOOL,16.0,269,128,95.2,2223
1004620,DUMFRIES & GALLOWAY,PRIMARY,NORTH WEST SECONDARY COMMUNITY CAMPUS,20.1,319,147,90.77,2223
5917425,DUMFRIES & GALLOWAY,PRIMARY,PALNACKIE SCHOOL,1.5,12,,90.02,2223
5902223,DUMFRIES & GALLOWAY,PRIMARY,PARK SCHOOL,16.9,253,85,91.51,2223
5901529,DUMFRIES & GALLOWAY,PRIMARY,PENNINGHAME SCHOOL,16.2,246,100,92.32,2223
5938325,DUMFRIES & GALLOWAY,PRIMARY,PENPONT SCHOOL,4.3,54,20,93.85,2223
5901820,DUMFRIES & GALLOWAY,PRIMARY,PORT WILLIAM SCHOOL,3.8,66,17,92.25,2223
5901723,DUMFRIES & GALLOWAY,PRIMARY,PORTPATRICK SCHOOL,2.8,24,15,95.48,2223
5902320,DUMFRIES & GALLOWAY,PRIMARY,REPHAD SCHOOL,11.6,209,101,93.88,2223
5901928,DUMFRIES & GALLOWAY,PRIMARY,SANDHEAD SCHOOL,4.7,78,40,91.88,2223
5940427,DUMFRIES & GALLOWAY,PRIMARY,SANQUHAR PRIMARY SCHOOL,12.6,166,60,93.6,2223
5930421,DUMFRIES & GALLOWAY,PRIMARY,SHAWHEAD SCHOOL,3.5,17,,94.0,2223
5902525,DUMFRIES & GALLOWAY,PRIMARY,SHEUCHAN SCHOOL,9.4,171,61,92.45,2223
5947227,DUMFRIES & GALLOWAY,PRIMARY,SPRINGFIELD PRIMARY SCHOOL,2.8,31,12,94.55,2223
5917824,DUMFRIES & GALLOWAY,PRIMARY,SPRINGHOLM SCHOOL,3.8,63,24,95.19,2223
5941121,DUMFRIES & GALLOWAY,PRIMARY,ST ANDREW'S RC SCHOOL,10.0,195,32,94.34,2223
5945321,DUMFRIES & GALLOWAY,PRIMARY,ST COLUMBA'S RC SCHOOL,3.9,56,34,92.72,2223
5902428,DUMFRIES & GALLOWAY,PRIMARY,ST JOSEPH'S RC SCHOOL,2.5,31,5,93.37,2223
5936624,DUMFRIES & GALLOWAY,PRIMARY,ST MICHAEL'S SCHOOL,9.4,168,63,92.72,2223
5947928,DUMFRIES & GALLOWAY,PRIMARY,ST MUNGO SCHOOL,2.8,44,21,94.0,2223
5936721,DUMFRIES & GALLOWAY,PRIMARY,ST TERESA'S RC SCHOOL,2.8,34,25,91.07,2223
5936829,DUMFRIES & GALLOWAY,PRIMARY,TROQUEER SCHOOL,12.3,253,105,93.86,2223
5917921,DUMFRIES & GALLOWAY,PRIMARY,TWYNHOLM SCHOOL,3.9,56,13,90.34,2223
5941229,DUMFRIES & GALLOWAY,PRIMARY,WALLACE HALL PRIMARY SCHOOL,9.6,158,46,93.65,2223
5903629,DUMFRIES & GALLOWAY,PRIMARY,WHITHORN SCHOOL,5.7,98,39,91.31,2223
5902622,DUMFRIES & GALLOWAY,PRIMARY,WIGTOWN PRIMARY SCHOOL,5.4,92,30,92.02,2223
5948339,DUMFRIES & GALLOWAY,SECONDARY,ANNAN ACADEMY,62.0,971,334,87.19,2223
5918030,DUMFRIES & GALLOWAY,SECONDARY,CASTLE DOUGLAS HIGH SCHOOL,40.2,549,239,90.5,2223
5918138,DUMFRIES & GALLOWAY,SECONDARY,DALBEATTIE HIGH SCHOOL,30.8,347,123,89.21,2223
