EXP HEAD,DESCRIPTION,SCHOOL,YEAR,CATEGORY,VALUE
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,274.01
DA4555,SUPPLIES,CHARLESTON ACADEMY,1819,SCIENTIFIC,95.0
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,728.39
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,146.43
DA4555,SUPPLIES,CHARLESTON ACADEMY,1819,SCIENTIFIC,194.2
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,800.68
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,2928.33
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,1088.47
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,475.03
DA1000,PURCHASE,CHARLESTON ACADEMY,1819,EQUIPMENT,405.99
DA4556,ECONOMICS SUPPLIES,CHARLESTON ACADEMY,1819,HOME,1173.07
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,24.74
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,651.78
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,197.88
DA4556,ECONOMICS SUPPLIES,CHARLESTON ACADEMY,1819,HOME,91.26
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,326.48
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,675.94
DA4554,SUPPLIES,CHARLESTON ACADEMY,1819,MUSICAL,1177.92
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,117.35
DA1000,PURCHASE,CHARLESTON ACADEMY,1819,EQUIPMENT,141.83
DA4553,SUPPLIES,CHARLESTON ACADEMY,1819,PE,2283.97
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,220.91
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,417.67
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,26.8
DA4555,SUPPLIES,CHARLESTON ACADEMY,1819,SCIENTIFIC,573.6
DA1000,PURCHASE,CHARLESTON ACADEMY,1819,EQUIPMENT,385.24
DA4552,SUPPLIES,CHARLESTON ACADEMY,1819,WOOD/METALWORK,2175.96
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,1105.72
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,353.0
DA1000,PURCHASE,CHARLESTON ACADEMY,1819,EQUIPMENT,-780.0
DA4550,SUPPLIES,CHARLESTON ACADEMY,1819,CLASSROOM,92.0
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1819,BOOKS,1166.5
AA1001,BASIC PAY,CHARLESTON ACADEMY,1819,APT&C,415.25
AA1103,STAFF EDUCATION BASIC PAY,CHARLESTON ACADEMY,1819,AUX,14205.13
AA1512,PAYMENTS,CHARLESTON ACADEMY,1819,CONTRACT,1045.0
AB1000,NONTEACHERS,CHARLESTON ACADEMY,1819,NI,1239.45
AB1101,SUPPLY COVER,CHARLESTON ACADEMY,1819,NI,148.06
AC1000,NON TEACHERS,CHARLESTON ACADEMY,1819,SUPERANN,2720.33
AE1600,,CHARLESTON ACADEMY,1819,MISCELLANEOUS,5093.8
AS1000,LEVY COST,CHARLESTON ACADEMY,1819,APPRENTICESHIP,69.54
DA1000,PURCHASE,CHARLESTON ACADEMY,1819,EQUIPMENT,18420.3
DA4550,SUPPLIES,CHARLESTON ACADEMY,1819,CLASSROOM,11893.69
DB3010,& HOSPITALITY,CHARLESTON ACADEMY,1819,MEALS,108.63
EF1003,ASSOCS/OTHER BODIES,CHARLESTON ACADEMY,1819,VOLUNTARY,7380.0
KA3000,GRANTS SPECIFIC GRANTS,CHARLESTON ACADEMY,1819,GOVT,-62739.18
AE1006,EXAMS STAFF,CHARLESTON ACADEMY,1920,MEDICAL,525.0
BA3000,CLIENT EXTERNAL PARTIES,CHARLESTON ACADEMY,1920,MAINT,113.4
AA1001,BASIC PAY,CHARLESTON ACADEMY,1920,APT&C,64796.11
AA1100,PERMANENT  BASIC PAY,CHARLESTON ACADEMY,1920,TEACHERS,2226298.03
AA1101,COVER BASIC PAY,CHARLESTON ACADEMY,1920,SUPPLY,101987.84
AA1103,STAFF EDUCATION BASIC PAY,CHARLESTON ACADEMY,1920,AUX,14946.48
AA1110,TECH'N BASIC PAY,CHARLESTON ACADEMY,1920,LABORATORY,52328.66
AB1000,NONTEACHERS,CHARLESTON ACADEMY,1920,NI,8714.79
AB1100,PERMANENT TEACHERS,CHARLESTON ACADEMY,1920,NI,245989.92
AB1101,SUPPLY COVER,CHARLESTON ACADEMY,1920,NI,9523.51
AC1000,NON TEACHERS,CHARLESTON ACADEMY,1920,SUPERANN,17660.65
AC1100,PERMANENT TEACHERS,CHARLESTON ACADEMY,1920,SUPERANN,422558.21
AC1101,SUPPLY COVER,CHARLESTON ACADEMY,1920,SUPERANN,20454.15
AE1600,,CHARLESTON ACADEMY,1920,MISCELLANEOUS,1312.5
AH1000,COURSES,CHARLESTON ACADEMY,1920,TRAINING,1470.0
AH1010,DEVELOPMENT,CHARLESTON ACADEMY,1920,STAFF,3008.71
AS1000,LEVY COST,CHARLESTON ACADEMY,1920,APPRENTICESHIP,12739.92
BA3000,CLIENT EXTERNAL PARTIES,CHARLESTON ACADEMY,1920,MAINT,7348.59
BA4000,& MAINT PROP EXT PARTIES,CHARLESTON ACADEMY,1920,RPRS,2442.03
BB2000,CHARGES,CHARLESTON ACADEMY,1920,ELECTRICITY,58606.71
BB3000,CHARGES,CHARLESTON ACADEMY,1920,GAS,55397.38
BE1000,CHARGES,CHARLESTON ACADEMY,1920,WATER,26233.07
BH2000,MATERIALS/EQUIPMENT,CHARLESTON ACADEMY,1920,CLEANING,3229.78
BJ1000,MAINTENANCE  CONTRACT,CHARLESTON ACADEMY,1920,GROUNDS,2069.82
CA1000,,CHARLESTON ACADEMY,1920,DERV,839.27
CA1001,,CHARLESTON ACADEMY,1920,PETROL,209.33
CA1003,OIL,CHARLESTON ACADEMY,1920,GAS,469.25
CA9000,TRANSPORT COSTS,CHARLESTON ACADEMY,1920,MISCELLANEOUS,47.69
CB1006,HIRE CONT CHG FROM FLEET,CHARLESTON ACADEMY,1920,INT,8853.08
CC1000,TRAVEL,CHARLESTON ACADEMY,1920,EDUCATIONAL,416.41
CC2000,HIRE,CHARLESTON ACADEMY,1920,CAR,112.0
CF1000,TRAVEL,CHARLESTON ACADEMY,1920,COURSES,188.0
DA1000,PURCHASE,CHARLESTON ACADEMY,1920,EQUIPMENT,14874.73
DA1600,EQUIPMENT,CHARLESTON ACADEMY,1920,SPORTS,1499.94
DA2040,REPAIRS,CHARLESTON ACADEMY,1920,EQUIPMENT,331.5
DA4000,,CHARLESTON ACADEMY,1920,MATERIALS,49.2
DA4014,SUPPLIES,CHARLESTON ACADEMY,1920,MEDICAL,685.9
DA4028,MACHINE SUPPLIES/RENT,CHARLESTON ACADEMY,1920,VENDING,624.0
DA4042,PRODUCTS  OTHER,CHARLESTON ACADEMY,1920,SANITARY,73.2
DA4550,SUPPLIES,CHARLESTON ACADEMY,1920,CLASSROOM,1630.0
DB2010,,CHARLESTON ACADEMY,1920,FOOD,28.33
DB3000,MEETINGS/TRAINING,CHARLESTON ACADEMY,1920,CATERING,95.39
DB3010,& HOSPITALITY,CHARLESTON ACADEMY,1920,MEALS,378.05
DB3030,,CHARLESTON ACADEMY,1920,HOSPITALITY,34.01
DC1000,CLOTHING,CHARLESTON ACADEMY,1920,PROTECTIVE,188.65
DD2000,,CHARLESTON ACADEMY,1920,STATIONERY,17.7
DD3003,COSTS  MONO,CHARLESTON ACADEMY,1920,MPS,11004.42
DD3004,COSTS  COLOUR,CHARLESTON ACADEMY,1920,MPS,1784.02
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,8.41
DF4001,CHARGES CORE SUPPLIER,CHARLESTON ACADEMY,1920,ICT,222.29
DF7000,,CHARLESTON ACADEMY,1920,POSTAGES,1019.68
DF9000,TELEPHONES RENTAL,CHARLESTON ACADEMY,1920,LANDLINE,1193.2
DF9005,TELEPHONES USAGE,CHARLESTON ACADEMY,1920,LANDLINE,151.23
DF9010,PHONE LINE RENTAL,CHARLESTON ACADEMY,1920,MOBILE,128.22
DF9015,PHONE USAGE COSTS,CHARLESTON ACADEMY,1920,MOBILE,0.72
DK9010,FUND,CHARLESTON ACADEMY,1920,SCHOOL,398.13
DK9500,SUPPLIES,CHARLESTON ACADEMY,1920,MISCELLANEOUS,181.05
EE1200,QUALIFICATIONS AUTHORITY,CHARLESTON ACADEMY,1920,SCOTT,61373.69
XH1050,ACCOUNT BALANCE,CHARLESTON ACADEMY,1920,REVENUE,-2875.46
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,7950.1
AH1010,DEVELOPMENT,CHARLESTON ACADEMY,1920,STAFF,12297.51
FA3000,FUNDS FOR SCHOOLS,CHARLESTON ACADEMY,1920,PROJECT,500.0
KE3000,FROM WITHIN HLAND CNCL,CHARLESTON ACADEMY,1920,INCOME,-4664.0
DA1000,PURCHASE,CHARLESTON ACADEMY,1920,EQUIPMENT,165.0
DA4551,& CRAFT SUPPLIES,CHARLESTON ACADEMY,1920,ART,1904.39
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,42.85
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,314.93
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,35.95
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,1085.58
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,695.79
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,216.69
DA1000,PURCHASE,CHARLESTON ACADEMY,1920,EQUIPMENT,249.25
DA4556,ECONOMICS SUPPLIES,CHARLESTON ACADEMY,1920,HOME,3696.42
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,362.6
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,3800.92
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,310.66
DA4556,ECONOMICS SUPPLIES,CHARLESTON ACADEMY,1920,HOME,714.41
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,550.57
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,587.49
DA4554,SUPPLIES,CHARLESTON ACADEMY,1920,MUSICAL,699.51
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,127.55
DA1000,PURCHASE,CHARLESTON ACADEMY,1920,EQUIPMENT,606.17
DA4553,SUPPLIES,CHARLESTON ACADEMY,1920,PE,391.72
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,105.32
DA4555,SUPPLIES,CHARLESTON ACADEMY,1920,SCIENTIFIC,7.65
DA4555,SUPPLIES,CHARLESTON ACADEMY,1920,SCIENTIFIC,1477.69
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,394.6
DA1000,PURCHASE,CHARLESTON ACADEMY,1920,EQUIPMENT,1839.18
DA4552,SUPPLIES,CHARLESTON ACADEMY,1920,WOOD/METALWORK,1980.23
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,748.69
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,1920,BOOKS,128.29
DA1000,PURCHASE,CHARLESTON ACADEMY,1920,EQUIPMENT,407.02
AA1001,BASIC PAY,CHARLESTON ACADEMY,1920,APT&C,4648.57
AA1100,PERMANENT  BASIC PAY,CHARLESTON ACADEMY,1920,TEACHERS,6674.25
AA1103,STAFF EDUCATION BASIC PAY,CHARLESTON ACADEMY,1920,AUX,33.87
AB1000,NONTEACHERS,CHARLESTON ACADEMY,1920,NI,340.22
AB1100,PERMANENT TEACHERS,CHARLESTON ACADEMY,1920,NI,1113.59
AB1101,SUPPLY COVER,CHARLESTON ACADEMY,1920,NI,-4.31
AC1000,NON TEACHERS,CHARLESTON ACADEMY,1920,SUPERANN,-6.64
AC1100,PERMANENT TEACHERS,CHARLESTON ACADEMY,1920,SUPERANN,2194.45
AE1600,,CHARLESTON ACADEMY,1920,MISCELLANEOUS,1044.01
AH1000,COURSES,CHARLESTON ACADEMY,1920,TRAINING,7459.33
AS1000,LEVY COST,CHARLESTON ACADEMY,1920,APPRENTICESHIP,66.67
CC1000,TRAVEL,CHARLESTON ACADEMY,1920,EDUCATIONAL,33.5
DA1000,PURCHASE,CHARLESTON ACADEMY,1920,EQUIPMENT,294.05
DA4550,SUPPLIES,CHARLESTON ACADEMY,1920,CLASSROOM,2173.15
DB3010,& HOSPITALITY,CHARLESTON ACADEMY,1920,MEALS,51.5
DD2000,,CHARLESTON ACADEMY,1920,STATIONERY,80.72
EF1003,ASSOCS/OTHER BODIES,CHARLESTON ACADEMY,1920,VOLUNTARY,31400.0
KA3000,GRANTS SPECIFIC GRANTS,CHARLESTON ACADEMY,1920,GOVT,-57186.93
BH1007,CONTROL EXPENSES,CHARLESTON ACADEMY,2021,PEST,1324.67
AA1001,BASIC PAY,CHARLESTON ACADEMY,2021,APT&C,79437.48
AA1100,PERMANENT  BASIC PAY,CHARLESTON ACADEMY,2021,TEACHERS,2364104.32
AA1101,COVER BASIC PAY,CHARLESTON ACADEMY,2021,SUPPLY,40500.16
AA1103,STAFF EDUCATION BASIC PAY,CHARLESTON ACADEMY,2021,AUX,11187.78
AA1110,TECH'N BASIC PAY,CHARLESTON ACADEMY,2021,LABORATORY,54929.84
AB1000,NONTEACHERS,CHARLESTON ACADEMY,2021,NI,10115.37
AB1100,PERMANENT TEACHERS,CHARLESTON ACADEMY,2021,NI,259363.22
AB1101,SUPPLY COVER,CHARLESTON ACADEMY,2021,NI,4482.26
AC1000,NON TEACHERS,CHARLESTON ACADEMY,2021,SUPERANN,21243.24
AC1100,PERMANENT TEACHERS,CHARLESTON ACADEMY,2021,SUPERANN,503637.9
AC1101,SUPPLY COVER,CHARLESTON ACADEMY,2021,SUPERANN,9182.11
AH1000,COURSES,CHARLESTON ACADEMY,2021,TRAINING,719.11
AH1010,DEVELOPMENT,CHARLESTON ACADEMY,2021,STAFF,730.0
AS1000,LEVY COST,CHARLESTON ACADEMY,2021,APPRENTICESHIP,12936.74
BA3000,CLIENT EXTERNAL PARTIES,CHARLESTON ACADEMY,2021,MAINT,5530.83
BB2000,CHARGES,CHARLESTON ACADEMY,2021,ELECTRICITY,41146.19
BB3000,CHARGES,CHARLESTON ACADEMY,2021,GAS,48424.52
BE1000,CHARGES,CHARLESTON ACADEMY,2021,WATER,23751.04
BH2000,MATERIALS/EQUIPMENT,CHARLESTON ACADEMY,2021,CLEANING,3478.35
BJ1000,MAINTENANCE  CONTRACT,CHARLESTON ACADEMY,2021,GROUNDS,2676.79
CA1000,,CHARLESTON ACADEMY,2021,DERV,47.58
CA1001,,CHARLESTON ACADEMY,2021,PETROL,36.42
CA1003,OIL,CHARLESTON ACADEMY,2021,GAS,122.04
CB1006,HIRE CONT CHG FROM FLEET,CHARLESTON ACADEMY,2021,INT,5210.25
CB1007,MAINT O/CHG FROM FLEET,CHARLESTON ACADEMY,2021,VEHICLE,478.5
CC2000,HIRE,CHARLESTON ACADEMY,2021,CAR,-22.0
DA1000,PURCHASE,CHARLESTON ACADEMY,2021,EQUIPMENT,22155.77
DA1600,EQUIPMENT,CHARLESTON ACADEMY,2021,SPORTS,357.0
DA4000,,CHARLESTON ACADEMY,2021,MATERIALS,250.0
DA4014,SUPPLIES,CHARLESTON ACADEMY,2021,MEDICAL,554.4
DA4028,MACHINE SUPPLIES/RENT,CHARLESTON ACADEMY,2021,VENDING,624.0
DA4040,PRODUCTS  TOWELS,CHARLESTON ACADEMY,2021,SANITARY,335.52
DA4041,PRODUCTS  TAMPONS,CHARLESTON ACADEMY,2021,SANITARY,242.59
DA4042,PRODUCTS  OTHER,CHARLESTON ACADEMY,2021,SANITARY,52.95
DA4550,SUPPLIES,CHARLESTON ACADEMY,2021,CLASSROOM,3394.93
DB2000,,CHARLESTON ACADEMY,2021,GROCERIES,97.8
DB3000,MEETINGS/TRAINING,CHARLESTON ACADEMY,2021,CATERING,157.65
DB3010,& HOSPITALITY,CHARLESTON ACADEMY,2021,MEALS,9.7
DC1000,CLOTHING,CHARLESTON ACADEMY,2021,PROTECTIVE,159.0
DD2000,,CHARLESTON ACADEMY,2021,STATIONERY,1847.72
DD3003,COSTS  MONO,CHARLESTON ACADEMY,2021,MPS,5002.21
DD3004,COSTS  COLOUR,CHARLESTON ACADEMY,2021,MPS,977.48
DF4000,SERVICES  EXTERNAL,CHARLESTON ACADEMY,2021,COMPUTER,125.05
DF4001,CHARGES CORE SUPPLIER,CHARLESTON ACADEMY,2021,ICT,900.49
DF7000,,CHARLESTON ACADEMY,2021,POSTAGES,1035.72
DF9000,TELEPHONES RENTAL,CHARLESTON ACADEMY,2021,LANDLINE,1040.84
DF9005,TELEPHONES USAGE,CHARLESTON ACADEMY,2021,LANDLINE,254.55
DF9010,PHONE LINE RENTAL,CHARLESTON ACADEMY,2021,MOBILE,36.08
DF9015,PHONE USAGE COSTS,CHARLESTON ACADEMY,2021,MOBILE,10.27
DF9025,MAINTENANCE,CHARLESTON ACADEMY,2021,TELEPHONY,162.5
DK9015,CONTS TO CAPITAL,CHARLESTON ACADEMY,2021,REVENUE,2000.0
DK9500,SUPPLIES,CHARLESTON ACADEMY,2021,MISCELLANEOUS,324.66
EE1200,QUALIFICATIONS AUTHORITY,CHARLESTON ACADEMY,2021,SCOTT,60681.0
XH1050,ACCOUNT BALANCE,CHARLESTON ACADEMY,2021,REVENUE,14946.3
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,2868.06
AH1010,DEVELOPMENT,CHARLESTON ACADEMY,2021,STAFF,3082.24
AH1010,DEVELOPMENT,CHARLESTON ACADEMY,2021,STAFF,796.0
DA1000,PURCHASE,CHARLESTON ACADEMY,2021,EQUIPMENT,42.23
DA4551,& CRAFT SUPPLIES,CHARLESTON ACADEMY,2021,ART,1061.43
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,426.14
DF4001,CHARGES CORE SUPPLIER,CHARLESTON ACADEMY,2021,ICT,96.85
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,477.9
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,160.69
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,4279.82
DA1000,PURCHASE,CHARLESTON ACADEMY,2021,EQUIPMENT,358.84
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,183.95
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,180.51
DA1000,PURCHASE,CHARLESTON ACADEMY,2021,EQUIPMENT,116.4
DA4556,ECONOMICS SUPPLIES,CHARLESTON ACADEMY,2021,HOME,4309.38
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,426.46
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,432.05
DA4556,ECONOMICS SUPPLIES,CHARLESTON ACADEMY,2021,HOME,179.0
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,2209.8
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,440.9
DA4554,SUPPLIES,CHARLESTON ACADEMY,2021,MUSICAL,261.52
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,127.74
DA1000,PURCHASE,CHARLESTON ACADEMY,2021,EQUIPMENT,568.35
DA4553,SUPPLIES,CHARLESTON ACADEMY,2021,PE,1259.06
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,130.53
DA4555,SUPPLIES,CHARLESTON ACADEMY,2021,SCIENTIFIC,636.56
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,511.64
DA1000,PURCHASE,CHARLESTON ACADEMY,2021,EQUIPMENT,289.88
DA4552,SUPPLIES,CHARLESTON ACADEMY,2021,WOOD/METALWORK,2684.73
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,504.0
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2021,BOOKS,110.79
AA1001,BASIC PAY,CHARLESTON ACADEMY,2021,APT&C,652.87
AA1100,PERMANENT  BASIC PAY,CHARLESTON ACADEMY,2021,TEACHERS,14205.08
AB1100,PERMANENT TEACHERS,CHARLESTON ACADEMY,2021,NI,1274.72
AC1100,PERMANENT TEACHERS,CHARLESTON ACADEMY,2021,SUPERANN,3267.23
AE1600,,CHARLESTON ACADEMY,2021,MISCELLANEOUS,570.0
AH1000,COURSES,CHARLESTON ACADEMY,2021,TRAINING,680.0
AS1000,LEVY COST,CHARLESTON ACADEMY,2021,APPRENTICESHIP,71.01
DA4550,SUPPLIES,CHARLESTON ACADEMY,2021,CLASSROOM,929.6
DF4001,CHARGES CORE SUPPLIER,CHARLESTON ACADEMY,2021,ICT,306.0
EF1003,ASSOCS/OTHER BODIES,CHARLESTON ACADEMY,2021,VOLUNTARY,29000.0
KA3000,GRANTS SPECIFIC GRANTS,CHARLESTON ACADEMY,2021,GOVT,-50956.51
BA3000,CLIENT EXTERNAL PARTIES,CHARLESTON ACADEMY,2122,MAINT,121.02
BJ1000,MAINTENANCE  CONTRACT,CHARLESTON ACADEMY,2122,GROUNDS,1908.93
AA1001,BASIC PAY,CHARLESTON ACADEMY,2122,APT&C,86799.4
AA1100,PERMANENT  BASIC PAY,CHARLESTON ACADEMY,2122,TEACHERS,2372389.98
AA1101,COVER BASIC PAY,CHARLESTON ACADEMY,2122,SUPPLY,107434.24
AA1103,STAFF EDUCATION BASIC PAY,CHARLESTON ACADEMY,2122,AUX,13559.85
AA1110,TECH'N BASIC PAY,CHARLESTON ACADEMY,2122,LABORATORY,53618.71
AB1000,NONTEACHERS,CHARLESTON ACADEMY,2122,NI,10722.47
AB1100,PERMANENT TEACHERS,CHARLESTON ACADEMY,2122,NI,258572.9
AB1101,SUPPLY COVER,CHARLESTON ACADEMY,2122,NI,10435.49
AC1000,NON TEACHERS,CHARLESTON ACADEMY,2122,SUPERANN,21026.18
AC1100,PERMANENT TEACHERS,CHARLESTON ACADEMY,2122,SUPERANN,510235.31
AC1101,SUPPLY COVER,CHARLESTON ACADEMY,2122,SUPERANN,23448.69
AE1600,,CHARLESTON ACADEMY,2122,MISCELLANEOUS,578.25
AH1000,COURSES,CHARLESTON ACADEMY,2122,TRAINING,135.0
AH1010,DEVELOPMENT,CHARLESTON ACADEMY,2122,STAFF,4579.31
AS1000,LEVY COST,CHARLESTON ACADEMY,2122,APPRENTICESHIP,13262.28
BA3000,CLIENT EXTERNAL PARTIES,CHARLESTON ACADEMY,2122,MAINT,5628.56
BB2000,CHARGES,CHARLESTON ACADEMY,2122,ELECTRICITY,54649.76
BB3000,CHARGES,CHARLESTON ACADEMY,2122,GAS,53287.38
BE1000,CHARGES,CHARLESTON ACADEMY,2122,WATER,23906.03
BH2000,MATERIALS/EQUIPMENT,CHARLESTON ACADEMY,2122,CLEANING,2682.68
BJ1000,MAINTENANCE  CONTRACT,CHARLESTON ACADEMY,2122,GROUNDS,54.0
CA1000,,CHARLESTON ACADEMY,2122,DERV,63.47
CA1001,,CHARLESTON ACADEMY,2122,PETROL,130.16
CA1003,OIL,CHARLESTON ACADEMY,2122,GAS,247.84
CB1006,HIRE CONT CHG FROM FLEET,CHARLESTON ACADEMY,2122,INT,2575.04
CB1007,MAINT O/CHG FROM FLEET,CHARLESTON ACADEMY,2122,VEHICLE,425.0
CC1000,TRAVEL,CHARLESTON ACADEMY,2122,EDUCATIONAL,97.4
CC2000,HIRE,CHARLESTON ACADEMY,2122,CAR,144.53
CF1000,TRAVEL,CHARLESTON ACADEMY,2122,COURSES,362.72
DA1000,PURCHASE,CHARLESTON ACADEMY,2122,EQUIPMENT,8763.02
DA2040,REPAIRS,CHARLESTON ACADEMY,2122,EQUIPMENT,586.33
DA4000,,CHARLESTON ACADEMY,2122,MATERIALS,173.45
DA4014,SUPPLIES,CHARLESTON ACADEMY,2122,MEDICAL,477.91
DA4028,MACHINE SUPPLIES/RENT,CHARLESTON ACADEMY,2122,VENDING,624.0
DB3030,,CHARLESTON ACADEMY,2122,HOSPITALITY,66.9
DC1000,CLOTHING,CHARLESTON ACADEMY,2122,PROTECTIVE,18.65
DC4000,,CHARLESTON ACADEMY,2122,LAUNDRY,24.92
DD2000,,CHARLESTON ACADEMY,2122,STATIONERY,1532.17
DD3003,COSTS  MONO,CHARLESTON ACADEMY,2122,MPS,11611.0
DD3004,COSTS  COLOUR,CHARLESTON ACADEMY,2122,MPS,2792.66
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2122,BOOKS,10.44
DF4001,CHARGES CORE SUPPLIER,CHARLESTON ACADEMY,2122,ICT,1373.74
DF7000,,CHARLESTON ACADEMY,2122,POSTAGES,968.85
DF9000,TELEPHONES RENTAL,CHARLESTON ACADEMY,2122,LANDLINE,1026.03
DF9005,TELEPHONES USAGE,CHARLESTON ACADEMY,2122,LANDLINE,350.58
DF9010,PHONE LINE RENTAL,CHARLESTON ACADEMY,2122,MOBILE,36.0
DF9015,PHONE USAGE COSTS,CHARLESTON ACADEMY,2122,MOBILE,25.43
DF9025,MAINTENANCE,CHARLESTON ACADEMY,2122,TELEPHONY,195.0
DG1000,,CHARLESTON ACADEMY,2122,ACCOMMODATION,449.84
DK9600,ADMIN COSTS,CHARLESTON ACADEMY,2122,MISCELLANEOUS,569.4
EE1200,QUALIFICATIONS AUTHORITY,CHARLESTON ACADEMY,2122,SCOTT,61148.0
EF1011,SERVICES,CHARLESTON ACADEMY,2122,COUNSELLING,1200.0
XH1050,ACCOUNT BALANCE,CHARLESTON ACADEMY,2122,REVENUE,13421.17
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2122,BOOKS,5369.95
DF4001,CHARGES CORE SUPPLIER,CHARLESTON ACADEMY,2122,ICT,195.37
FA3000,FUNDS FOR SCHOOLS,CHARLESTON ACADEMY,2122,PROJECT,-2379.0
AH1010,DEVELOPMENT,CHARLESTON ACADEMY,2122,STAFF,2723.01
DA4551,& CRAFT SUPPLIES,CHARLESTON ACADEMY,2122,ART,1938.48
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2122,BOOKS,425.36
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2122,BOOKS,159.68
DD4001,TEXT BOOKS/STATIONERY,CHARLESTON ACADEMY,2122,BOOKS,4131.64
DA1000,PURCHASE,CHARLESTON ACADEMY,2122,EQUIPMENT,48.0
